IATA,IACO,name,city,province,state,country,wiki,lat,lng
BIG,PABI,Allen Army Airfield (formerly Big Delta Army Airfield),Fort Greely, Delta Junction, Alaska, United States,http://en.wikipedia.org/wiki/Allen_Army_Airfield#,63.9945,-145.7216
DVD,,Andavadoaka Airport,Andavadoaka, Toliara province, Atsimo-Andrefana region, Madagascar,http://en.wikipedia.org/wiki/Andavadoaka_Airport#,-22.1111,43.2706
YYW,CYYW,Armstrong Airport,Armstrong, Thunder Bay District, Ontario, Canada,http://en.wikipedia.org/wiki/Armstrong_Airport#,,
BWI,KBWI,Baltimore/Washington International Thurgood Marshall Airport,between Baltimore, Maryland and Washington, D.C., United States,http://en.wikipedia.org/wiki/Baltimore%E2%80%93Washington_International_Airport#,39.1754,-76.6683
BWF,EGNL,Barrow/Walney Island Airfield,Barrow-in-Furness, Cumbria, England, United Kingdom,http://en.wikipedia.org/wiki/Barrow/Walney_Island_Airfield#,,
BEJ,WALK,Berau Airport (Kalimaru Airport),Tanjung Redeb, Berau, East Kalimantan, Indonesia,http://en.wikipedia.org/wiki/Berau_Airport#,2.1533,117.4311
BHJ,VABJ,Bhuj Airport / Bhuj Rudra Mata Air Force Base,Bhuj, Kutch, Gujarat, India,0,23.2867,69.67
BIF,KBIF,Biggs Army Airfield,Fort Bliss, El Paso, Texas, United States,http://en.wikipedia.org/wiki/Biggs_Army_Airfield#,31.8495,-106.38
BBS,EGLK,Blackbushe Airport,Yateley, Hampshire, England, United Kingdom,http://en.wikipedia.org/wiki/Blackbushe_Airport#,51.3239,-0.8475
BWX,WARB,Blimbingsari Airport,Banyuwangi Regency, East Java, Java Island, Indonesia,http://en.wikipedia.org/wiki/Blimbingsari_Airport#,,
FRN,PAFR,Bryant Army Heliport / Bryant AAF,Fort Richardson, Anchorage, Alaska, United States,http://en.wikipedia.org/wiki/Bryant_Army_Heliport#,,
VCS,VVCS,Co Ong Airport,Con Son, Con Dao, Ba Ria - Vung Tau, Vietnam,http://en.wikipedia.org/wiki/Co_Ong_Airport#,8.6667,106.6333
CSA,,Colonsay Airport,Colonsay, Inner Hebrides, Scotland, United Kingdom,http://en.wikipedia.org/wiki/Colonsay_Airport#,56.059,-6.244
CVT,EGBE,Coventry Airport,Coventry, West Midlands, England, United Kingdom,http://en.wikipedia.org/wiki/Coventry_Airport#,52.3697,-1.4797
CCV,NVSF,Craig Cove Airport,Craig Cove, Ambrym Island, Malampa, Vanuatu,http://en.wikipedia.org/wiki/Craig_Cove_Airport#,-16.265,167.9244
DTD,WALJ,Datadawai Airport,Long Pahangai, West Kutai Regency, East Kalimantan, Indonesia,http://en.wikipedia.org/wiki/Datadawai_Airport#,0.717,116.483
DLY,NVVD,Dillon's Bay Airport,Dillon's Bay, Erromango, Taféa, Vanuatu,http://en.wikipedia.org/wiki/Dillon%27s_Bay_Airport#,-18.7694,169.0014
HGL,EDXH,Düne Airport (Helgoland Airport),Düne, Helgoland, Schleswig-Holstein, Germany,http://en.wikipedia.org/wiki/D%C3%BCne_Airport#,54.1853,7.9158
FUE,GCFV,El Matorral Airport,Puerto del Rosario, Fuerteventura, Canary Islands, Spain,http://en.wikipedia.org/wiki/El_Matorral_Airport#,28.4527,-13.8638
ENK,EGAB,Enniskillen/St Angelo Airport,Enniskillen, Co Fermanagh, Northern Ireland, United Kingdom,http://en.wikipedia.org/wiki/Enniskillen/St_Angelo_Airport#,54.3989,-7.6517
ERG,UIKE,Erbogachen Airport,Yerbogachen, Katangsky District, Irkutsk Oblast, Russia,http://en.wikipedia.org/wiki/Erbogachen_Airport#,,
FRE,AGGF,Fera Airport (Fera/Maringe Airport),Maringe, Fera Island, Isabel Province, Solomon Islands,http://en.wikipedia.org/wiki/Fera_Airport#,-8.1075,159.5772
KFE,YFDF,Fortescue Dave Forrest Airport,Cloudbreak,,, Australia,http://en.wikipedia.org/wiki/Fortescue_Dave_Forrest_Airport#,,
GIB,LXGB,Gibraltar Airport (North Front Airport),Gibraltar,,, Gibraltar,http://en.wikipedia.org/wiki/Gibraltar_Airport#,36.15,-5.35
HEY,KHEY,Hanchey Army Heliport,Fort Rucker, Dale County, Alabama, United States,http://en.wikipedia.org/wiki/Hanchey_Army_Heliport#,,
BTH,WIDD,Hang Nadim Airport,Batam, Riau Islands, Sumatra, Indonesia,http://en.wikipedia.org/wiki/Hang_Nadim_Airport#,1.1189,104.1142
HTF,EGTH,Hatfield Aerodrome (closed 1990s),Hatfield, Hertfordshire, England, United Kingdom,http://en.wikipedia.org/wiki/Hatfield_Aerodrome#,,
WOL,YWOL,Illawarra Regional Airport (Wollongong Airport),Shellharbour, Wollongong, New South Wales, Australia,http://en.wikipedia.org/wiki/Illawarra_Regional_Airport#,-34.5617,150.7883
IWJ,RJOW,Iwami Airport (Hagi-Iwami Airport),Masuda, Shimane, Japan, Japan,http://en.wikipedia.org/wiki/Iwami_Airport#,34.6762,131.7906
KAZ,WAMK,Kao Airport,Kao, Halmahera, North Maluku, Indonesia,http://en.wikipedia.org/w/index.php?title=Kao_Airport&action=edit&redlink=1#,1.1853,127.8961
MSE,EGMH,Kent International Airport,Manston, Kent, England, United Kingdom,http://en.wikipedia.org/wiki/Kent_International_Airport#,51.3422,1.3461
KUG,YKUB,Kubin Airport,Kubin, Moa Island, Queensland, Australia,http://en.wikipedia.org/wiki/Kubin_Airport#,-10.225,142.2183
LKK,PAKL,Kulik Lake Airport,Kulik Lake, Bristol Bay Borough, Alaska, United States,http://en.wikipedia.org/wiki/Kulik_Lake_Airport#,,
LNB,NVSM,Lamen Bay Airport,Lamen Bay, Epi Island, Shéfa Province, Vanuatu,http://en.wikipedia.org/wiki/Lamen_Bay_Airport#,-16.5842,168.1592
LEQ,EGHC,Land's End Airport,Land's End, Cornwall, England, United Kingdom,http://en.wikipedia.org/wiki/Land%27s_End_Airport#,50.1028,-5.6706
HTW,KHTW,Lawrence County Airpark,Chesapeake, Ohio / Huntington, West Virginia, United States,http://en.wikipedia.org/wiki/Lawrence_County_Airpark#,,
LSF,KLSF,Lawson Army Airfield,Fort Benning, Columbus, Georgia, United States,http://en.wikipedia.org/wiki/Lawson_Army_Airfield#,32.3383,-84.9917
LBA,EGNM,Leeds Bradford International Airport,Leeds / Bradford, West Yorkshire, England, United Kingdom,http://en.wikipedia.org/wiki/Leeds_Bradford_International_Airport#,53.8659,-1.6606
LNI,PALN,Lonely Air Station (FAA: AK71),Lonely, North Slope Borough, Alaska, United States,http://en.wikipedia.org/wiki/Lonely_Air_Station#,,
LOD,NVSG,Longana Airport (Ambae Airport),Longana, Ambae Island, Pénama Province, Vanuatu,http://en.wikipedia.org/wiki/Longana_Airport#,-15.3067,167.9672
LNE,NVSO,Lonorore Airport,Lonorore, Pentecost Island, Pénama Province, Vanuatu,http://en.wikipedia.org/wiki/Lonorore_Airport#,-15.865,168.171
LYM,EGMK,Lympne Airport,Lympne, Kent, England, United Kingdom,http://en.wikipedia.org/wiki/Lympne_Airport#,,
LTP,YLHS,Lyndhurst Airport,Lyndhurst, Shire of Etheridge, Queensland, Australia,http://en.wikipedia.org/w/index.php?title=Lyndhurst_Airport&action=edit&redlink=1#,,
GYG,UEMM,Magan Airport,Magan, Russia, Sakha Republic, Russia,http://en.wikipedia.org/wiki/Magan_Airport#,,
WGP,WADW,Mau Hau Airport (former ICAO: WRRW),Waingapu, Sumba, East Nusa Tenggara, Indonesia,http://en.wikipedia.org/wiki/Mau_Hau_Airport#,-9.6681,120.2989
MTM,PAMM,Metlakatla Seaplane Base,Metlakatla, Annette Island, Alaska, United States,http://en.wikipedia.org/wiki/Metlakatla_Seaplane_Base#,55.131,-131.5781
MPB,,Miami Seaplane Base (FAA: X44),Watson Island, Miami-Dade County, Florida, United States,http://en.wikipedia.org/wiki/Miami_Seaplane_Base#,,
LIY,KLHW,MidCoast Regional Airport at Wright Army Airfield (FAA: LHW),Fort Stewart, Hinesville, Georgia, United States,http://en.wikipedia.org/wiki/MidCoast_Regional_Airport_at_Wright_Army_Airfield#,,
YHU,CYHU,Montréal/Saint-Hubert Airport,Saint-Hubert, Longueuil (near Montreal), Quebec, Canada,http://en.wikipedia.org/wiki/Montr%C3%A9al/Saint-Hubert_Airport#,45.5175,-73.4169
FOP,,Morris Army Airfield (FAA: 65GA),Fort Gillem, Forest Park, Georgia, USA,http://en.wikipedia.org/wiki/Morris_Army_Airfield#,,
KMY,,Moser Bay Seaplane Base,Moser Bay, Kodiak Island Borough, Alaska, United States,http://en.wikipedia.org/wiki/Moser_Bay_Seaplane_Base#,57.0256,-154.1459
MYI,YMUI,Murray Island Airport,Murray Island, Torres Strait Islands, Queensland, Australia,http://en.wikipedia.org/wiki/Murray_Island_Airport#,-9.9167,144.055
YXT,CYXT,Northwest Regional Airport,Terrace, British Columbia and Kitimat, British Columbia, Canada,http://en.wikipedia.org/wiki/Northwest_Regional_Airport_%28British_Columbia%29#,54.4685,-128.5762
OIR,RJEO,Okushiri Airport,Okushiri, Okushiri Island, Hokkaido, Japan,http://en.wikipedia.org/wiki/Okushiri_Airport#,42.0717,139.4328
KOY,,Olga Bay Seaplane Base,Olga Bay, Kodiak Island Borough, Alaska, United States,http://en.wikipedia.org/wiki/Olga_Bay_Seaplane_Base#,57.1615,-154.2298
KPY,,Port Bailey Seaplane Base,Port Bailey, Kodiak Island Borough, Alaska, United States,http://en.wikipedia.org/wiki/Port_Bailey_Seaplane_Base#,57.9301,-153.0406
KPR,,Port Williams Seaplane Base,Port Williams, Kodiak Island Borough, Alaska, United States,http://en.wikipedia.org/wiki/Port_Williams_Seaplane_Base#,58.4901,-152.5822
TMT,SBTB,Porto Trombetas Airport,Porto Trombetas, Oriximiná, Pará, Brazil,http://en.wikipedia.org/wiki/Porto_Trombetas_Airport#,-1.4896,-56.3968
PUW,KPUW,Pullman-Moscow Regional Airport,Pullman, Washington (near Moscow, Idaho), United States,http://en.wikipedia.org/wiki/Pullman-Moscow_Regional_Airport#,46.7439,-117.1096
AQI,OEPA,Qaisumah Domestic Airport,Qaisumah, Hafar Al-Batin, Eastern Province, Saudi Arabia,http://en.wikipedia.org/wiki/Qaisumah_Domestic_Airport#,28.3352,46.1249
JJN,ZSQZ,Quanzhou Jinjiang Airport,Jinjiang City, Quanzhou, Fujian, China,http://en.wikipedia.org/wiki/Quanzhou_Jinjiang_Airport#,24.7964,118.5897
YQB,CYQB,Québec/Jean Lesage International Airport,Sainte-Foy, Quebec City, Quebec, Canada,http://en.wikipedia.org/wiki/Qu%C3%A9bec/Jean_Lesage_International_Airport#,46.7911,-71.3933
BEX,EGUB,RAF Benson,Benson, Oxfordshire, England, United Kingdom,http://en.wikipedia.org/wiki/RAF_Benson#,51.6147,-1.0939
HYC,EGUH,RAF High Wycombe,High Wycombe, Buckinghamshire, England, United Kingdom,http://en.wikipedia.org/wiki/RAF_High_Wycombe#,,
KNF,EGYM,RAF Marham,Marham, Norfolk, East Anglia, United Kingdom,http://en.wikipedia.org/wiki/RAF_Marham#,52.6484,0.5504
MHZ,EGUN,RAF Mildenhall,Mildenhall, Suffolk, England, United Kingdom,http://en.wikipedia.org/wiki/RAF_Mildenhall#,52.3619,0.4864
MPN,EGYP,RAF Mount Pleasant,Falkland Islands,,,,http://en.wikipedia.org/wiki/RAF_Mount_Pleasant#,-51.8233,-58.4467
KRH,EGKR,Redhill Airport,Redhill, Surrey, England, United Kingdom,http://en.wikipedia.org/wiki/Redhill_Airport#,,
SYL,KSYL,Roberts Army Heliport,Camp Roberts, San Luis Obispo County, California, United States,http://en.wikipedia.org/wiki/Roberts_Army_Heliport#,,
RCS,EGTO,Rochester Airport,Rochester, Kent, England, United Kingdom,http://en.wikipedia.org/wiki/Rochester_Airport_%28England%29#,,
DCA,KDCA,Ronald Reagan Washington National Airport,Arlington County, Virginia (near Washington, D.C.), United States,http://en.wikipedia.org/wiki/Ronald_Reagan_Washington_National_Airport#,38.8521,-77.0377
SAV,KSAV,Savannah/Hilton Head International Airport,Savannah, Georgia (near Hilton Head, South Carolina), United States,http://en.wikipedia.org/wiki/Savannah/Hilton_Head_International_Airport#,32.1277,-81.2021
FHU,KFHU,Sierra Vista Municipal Airport / Libby Army Airfield,Fort Huachuca, Sierra Vista, Arizona, United States,0,31.5885,-110.3444
EAE,NVSE,Siwo Airport,Sangafa, Emae, Shéfa, Vanuatu,http://en.wikipedia.org/wiki/Siwo_Airport#,-17.09,168.342
SNB,YSNB,Snake Bay Airport,Milikapiti, Melville Island, Northern Territory, Australia,http://en.wikipedia.org/wiki/Snake_Bay_Airport#,-11.4197,130.6472
SLH,NVSC,Sola Airport,Sola, Vanua Lava, Torba Province, Vanuatu,http://en.wikipedia.org/wiki/Vanua_Lava_Airport#,-13.8517,167.5369
OBO,RJCB,Tokachi-Obihiro Airport,Obihiro, Tokachi Subprefecture, Hokkaido, Japan,http://en.wikipedia.org/wiki/Tokachi-Obihiro_Airport#,42.7334,143.2172
UMS,,Ust-Maya Airport,Ust-Maya, Ust-Maysky District, Sakha Republic, Russia,http://en.wikipedia.org/wiki/Ust-Maya_Airport#,,
VHV,,Verkhnevilyuysk Airport,Verkhnevilyuysk, Woehee Bueluue District, Sakha Republic, Russia,http://en.wikipedia.org/wiki/Verkhnevilyuysk_Airport#,,
WLS,NLWW,Wallis Island,Wallis and Futuna Islands,,,,http://en.wikipedia.org/wiki/Wallis_Island#,-13.2383,-176.1989
KWP,,West Point Village Seaplane Base,West Point, Kodiak Island Borough, Alaska, United States,http://en.wikipedia.org/wiki/West_Point_Village_Seaplane_Base#,57.7701,-153.5489
JHG,ZPJH,Xishuangbanna Gasa Airport,Jinghong, Xishuangbanna, Yunnan, China,http://en.wikipedia.org/wiki/Xishuangbanna_Gasa_Airport#,21.975,100.76
MLN,GEML,Melilla Airport,Melilla,,, (Spanish exclave in Morocco),http://en.wikipedia.org/wiki/Melilla_Airport#,35.2798,-2.9563
OAI,OAIX,Bagram Airfield,Bagram,,, Afghanistan,http://en.wikipedia.org/wiki/Bagram_Airfield#,34.9463,69.265
BIN,OABN,Bamyan Airport,Bamyan,,, Afghanistan,http://en.wikipedia.org/wiki/Bamyan_Airport#,,
BST,OABT,Bost Airport,Lashkar Gah (Bost),,, Afghanistan,http://en.wikipedia.org/wiki/Bost_Airport#,31.559,64.3641
CCN,OACC,Chaghcharan Airport,Chaghcharan,,, Afghanistan,http://en.wikipedia.org/wiki/Chaghcharan_Airport#,34.5267,65.2717
DAZ,OADZ,Darwaz Airport,Darwaz,, Badakhshan, Afghanistan,http://en.wikipedia.org/wiki/Darwaz_Airport#,,
FAH,OAFR,Farah Airport,Farah,,, Afghanistan,http://en.wikipedia.org/wiki/Farah_Airport#,32.3656,62.1651
FBD,OAFZ,Fayzabad Airport (Faizabad Airport),Fayzabad,, Badakhshan, Afghanistan,http://en.wikipedia.org/wiki/Fayzabad_Airport#,37.1219,70.5186
GRG,OAGZ,Gardez Airport,Gardez,,, Afghanistan,http://en.wikipedia.org/wiki/Gardez_Airport#,,
GZI,OAGN,Ghazni Airport,Ghazni,,, Afghanistan,http://en.wikipedia.org/wiki/Ghazni_Airport#,,
HEA,OAHR,Herat Airport,Herat,,, Afghanistan,http://en.wikipedia.org/wiki/Herat_Airport#,34.2161,62.2264
JAA,OAJL,Jalalabad Airport,Jalalabad,,, Afghanistan,http://en.wikipedia.org/wiki/Jalalabad_Airport#,34.3972,70.495
KBL,OAKB,Kabul International Airport,Kabul,,, Afghanistan,http://en.wikipedia.org/wiki/Kabul_International_Airport#,34.5658,69.2125
KDH,OAKN,Kandahar International Airport,Kandahar,,, Afghanistan,http://en.wikipedia.org/wiki/Kandahar_International_Airport#,31.5136,65.8611
KHT,OAKS,Khost Airport,Khost,,, Afghanistan,http://en.wikipedia.org/wiki/Khost_Airport#,,
KWH,OAHN,Khwahan Airport,Khwahan,,, Afghanistan,http://en.wikipedia.org/wiki/Khwahan_Airport#,,
UND,OAUZ,Kunduz Airport,Kunduz,,, Afghanistan,http://en.wikipedia.org/wiki/Kunduz_Airport#,36.6625,68.9111
MMZ,OAMN,Maymana Airport,Maymana,,, Afghanistan,http://en.wikipedia.org/wiki/Maymana_Airport#,35.9386,64.7692
MZR,OAMS,Mazari Sharif Airport,Mazari Sharif,,, Afghanistan,http://en.wikipedia.org/wiki/Mazari_Sharif_Airport#,36.7042,67.2083
IMZ,,Nimroz Airport,Nimroz,,, Afghanistan,http://en.wikipedia.org/w/index.php?title=Nimroz_Airport&action=edit&redlink=1#,,
LQN,OAQN,Qala i Naw Airport,Qala i Naw,,, Afghanistan,http://en.wikipedia.org/wiki/Qala_i_Naw_Airport#,34.9875,63.1183
KUR,OARZ,Razer Airport,Kron Monjan (Karanomunjan),,, Afghanistan,http://en.wikipedia.org/wiki/Razer_Airport#,,
SBF,OADS,Sardeh Band Airport,Sardeh Band,,, Afghanistan,http://en.wikipedia.org/wiki/Sardeh_Band_Airport#,,
SGA,OASN,Sheghnan Airport,Sheghnan,,, Afghanistan,http://en.wikipedia.org/wiki/Sheghnan_Airport#,,
TQN,OATQ,Taloqan Airport,Taloqan,,, Afghanistan,http://en.wikipedia.org/wiki/Taloqan_Airport#,,
TII,OATN,Tarin Kowt Airport,Tarin Kowt,,, Afghanistan,http://en.wikipedia.org/wiki/Tarin_Kowt_Airport#,32.6,65.864
ZAJ,OAZJ,Zaranj Airport,Zaranj,,, Afghanistan,http://en.wikipedia.org/wiki/Zaranj_Airport#,30.9692,61.867
TIA,LATI,Tirana International Airport Nënë Tereza,Tirana,,, Albania,http://en.wikipedia.org/wiki/Tirana_International_Airport_N%C3%ABn%C3%AB_Tereza#,41.4147,19.7206
QSF,DAAS,Ain Arnat Airport,Setif,,, Algeria,http://en.wikipedia.org/wiki/Ain_Arnat_Airport#,36.1781,5.3245
BLJ,DABT,Batna Airport,Batna,,, Algeria,http://en.wikipedia.org/wiki/Batna_Airport#,35.7592,6.3225
BSK,DAUB,Biskra Airport,Biskra,,, Algeria,http://en.wikipedia.org/wiki/Biskra_Airport#,34.7933,5.7382
QLD,DAAB,Blida Airport,Blida,,, Algeria,http://en.wikipedia.org/wiki/Blida_Airport#,,
BMW,DATM,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,,, Algeria,http://en.wikipedia.org/wiki/Bordj_Badji_Mokhtar_Airport#,21.375,0.9239
BUJ,DAAD,Bou Saada Airport,Bou Saada,, M'Sila, Algeria,http://en.wikipedia.org/wiki/Bou_Saada_Airport#,35.3314,4.2044
CBH,DAOR,Boudghene Ben Ali Lotfi Airport,Béchar,,, Algeria,http://en.wikipedia.org/wiki/Boudghene_Ben_Ali_Lotfi_Airport#,31.65,-2.25
QFD,DAAK,Boufarik Airport,Boufarik,,, Algeria,http://en.wikipedia.org/wiki/Boufarik_Airport#,36.5458,2.8761
CFK,DAOI,Chlef International Airport,Chlef,,, Algeria,http://en.wikipedia.org/wiki/Chlef_International_Airport#,36.21,1.33
ELG,DAUE,El Golea Airport,El Golea,,, Algeria,http://en.wikipedia.org/wiki/El_Golea_Airport#,30.5689,2.8647
GBB,,Gara Djebilet Airport,Gara Djebilet,,, Algeria,http://en.wikipedia.org/wiki/Gara_Djebilet_Airport#,40.8088,47.7252
MUW,DAOV,Ghriss Airport,Ghriss,,, Algeria,http://en.wikipedia.org/wiki/Ghriss_Airport#,35.2169,0.1483
ELU,DAUO,Guemar Airport,El Oued,,, Algeria,http://en.wikipedia.org/wiki/Guemar_Airport#,33.5131,6.7825
ALG,DAAG,Houari Boumediene Airport,Algiers,,, Algeria,http://en.wikipedia.org/wiki/Houari_Boumediene_Airport#,36.6944,3.2169
IAM,DAUZ,In Amenas Airport,In Amenas,,, Algeria,http://en.wikipedia.org/wiki/In_Amenas_Airport#,28.0514,9.6428
INF,DATG,In Guezzam Airport,In Guezzam,,, Algeria,http://en.wikipedia.org/wiki/In_Guezzam_Airport#,19.5689,5.7489
INZ,DAUI,In Salah Airport,In Salah,,, Algeria,http://en.wikipedia.org/wiki/In_Salah_Airport#,27.2536,2.51
GJL,DAAV,Jijel Ferhat Abbas Airport,Jijel,,, Algeria,http://en.wikipedia.org/wiki/Jijel_Ferhat_Abbas_Airport#,36.7944,5.8736
KDF,,Kouba Airport,Kouba,,, Algeria,http://en.wikipedia.org/w/index.php?title=Kouba_Airport&action=edit&redlink=1#,,
LOO,DAUL,Laghouat Airport (L'Mekrareg Airport),Laghouat,,, Algeria,http://en.wikipedia.org/w/index.php?title=Laghouat_Airport&action=edit&redlink=1#,33.764,2.9273
MZW,DAAY,Mecheria Airport,Mecheria,,, Algeria,http://en.wikipedia.org/wiki/Mecheria_Airport#,33.5219,-0.2831
CZL,DABC,Mohamed Boudiaf International Airport,Constantine,,, Algeria,http://en.wikipedia.org/wiki/Mohamed_Boudiaf_International_Airport#,36.2853,6.6192
GHA,DAUG,Noumérat – Moufdi Zakaria Airport,Ghardaia,,, Algeria,http://en.wikipedia.org/wiki/Noum%C3%A9rat_%E2%80%93_Moufdi_Zakaria_Airport#,32.3817,3.7994
ORN,DAOO,Oran Es Sénia Airport,Oran,,, Algeria,http://en.wikipedia.org/wiki/Oran_Es_S%C3%A9nia_Airport#,35.6272,-0.6114
TAF,DAOL,Oran Tafaraoui Airport,Oran,,, Algeria,http://en.wikipedia.org/wiki/Oran_Tafaraoui_Airport#,,
HME,DAUH,Oued Irara Airport,Hassi Messaoud,,, Algeria,http://en.wikipedia.org/wiki/Oued_Irara_Airport#,31.6739,6.1406
AAE,DABB,Rabah Bitat Airport (Les Salines Airport),Annaba,,, Algeria,http://en.wikipedia.org/wiki/Rabah_Bitat_Airport#,36.8222,7.8094
QZN,DAAZ,Relizane Airport,Relizane,,, Algeria,http://en.wikipedia.org/wiki/Relizane_Airport#,,
BFW,DAOS,Sidi Bel Abbès Airport,Sidi Bel Abbès,,, Algeria,http://en.wikipedia.org/wiki/Sidi_Bel_Abb%C3%A8s_Airport#,,
SKI,DABP,Skikda Airport,Skikda,,, Algeria,http://en.wikipedia.org/wiki/Skikda_Airport#,,
BJA,DAAE,Soummam Airport,Bejaia,,, Algeria,http://en.wikipedia.org/wiki/Soummam_Airport#,36.7119,5.0694
TMR,DAAT,Tamanrasset Airport,Tamanrasset,,, Algeria,http://en.wikipedia.org/wiki/Tamanrasset_Airport#,22.8111,5.4508
HRM,DAFH,Tilrempt Airport,Hassi R'Mel,,, Algeria,http://en.wikipedia.org/wiki/Tilrempt_Airport#,32.9327,3.2981
DJG,DAAJ,Tiska Airport,Djanet,,, Algeria,http://en.wikipedia.org/wiki/Tiska_Airport#,24.2931,9.4519
AZR,DAUA,Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,,, Algeria,http://en.wikipedia.org/wiki/Touat_Cheikh_Sidi_Mohamed_Belkebir_Airport#,27.8392,-0.1853
OFU,,Ofu Airport,Ofu,,, American Samoa,http://en.wikipedia.org/wiki/Ofu_Airport#,,
PPG,NSTU,Pago Pago International Airport,Pago Pago,,, American Samoa,http://en.wikipedia.org/wiki/Pago_Pago_International_Airport#,-14.331,-170.7094
TAV,,Tau Airport,Tau,,, American Samoa,http://en.wikipedia.org/wiki/Tau_Airport#,,
ALV,,Andorra La Vella Airport,Andorra la Vella,,, Andorra,http://en.wikipedia.org/w/index.php?title=Andorra_La_Vella_Airport&action=edit&redlink=1#,,
NOV,FNHU,Albano Machado Airport,Huambo,,, Angola,http://en.wikipedia.org/wiki/Albano_Machado_Airport#,-12.8,15.7112
AZZ,FNAM,Ambriz Airport,Ambriz,,, Angola,http://en.wikipedia.org/wiki/Ambriz_Airport#,,
ANL,,Andulo Airport,Andulo,,, Angola,http://en.wikipedia.org/wiki/Andulo_Airport#,,
BUG,FNBG,Benguela Airport (Gen. V. Deslandes Airport),Benguela,,, Angola,http://en.wikipedia.org/wiki/Benguela_Airport#,-12.6099,13.4037
CAB,FNCA,Cabinda Airport,Cabinda,,, Angola,http://en.wikipedia.org/wiki/Cabinda_Airport#,-5.597,12.1884
CFF,FNCF,Cafunfo Airport,Cafunfo,,, Angola,http://en.wikipedia.org/wiki/Cafunfo_Airport#,66.7031,-119.7072
CNZ,,Cangamba Airport,Cangamba,,, Angola,http://en.wikipedia.org/wiki/Cangamba_Airport#,,
KNP,FNCP,Capanda Airport,Capanda,,, Angola,http://en.wikipedia.org/w/index.php?title=Capanda_Airport&action=edit&redlink=1#,,
CBT,FNCT,Catumbela Airport,Catumbela,,, Angola,http://en.wikipedia.org/wiki/Catumbela_Airport#,-12.4792,13.4869
CAV,FNCZ,Cazombo Airport,Cazombo,,, Angola,http://en.wikipedia.org/wiki/Cazombo_Airport#,-11.9,22.9
CTI,FNCV,Cuito Cuanavale Airport,Cuito Cuanavale,,, Angola,http://en.wikipedia.org/wiki/Cuito_Cuanavale_Airport#,,
DRC,,Dirico Airport,Dirico,,, Angola,http://en.wikipedia.org/wiki/Dirico_Airport#,,
DUE,FNDU,Dundo Airport,Dundo,,, Angola,http://en.wikipedia.org/wiki/Dundo_Airport#,,
JMB,,Jamba Airport,Jamba,, Huíla, Angola,http://en.wikipedia.org/w/index.php?title=Jamba_Airport&action=edit&redlink=1#,,
UAL,FNUA,Luau Airport,Luau,, Moxico, Angola,http://en.wikipedia.org/wiki/Luau_Airport#,,
SDD,FNUB,Lubango Airport,Lubango,,, Angola,http://en.wikipedia.org/wiki/Lubango_Airport#,-14.9243,13.5716
LUO,FNUE,Luena Airport,Luena,, Moxico Province, Angola,http://en.wikipedia.org/wiki/Luena_Airport#,-11.7687,19.8971
LBZ,FNLK,Lukapa Airport,Lukapa,,, Angola,http://en.wikipedia.org/wiki/Lukapa_Airport#,,
GGC,,Lumbala N'guimbo Airport,Lumbala N'guimbo,,, Angola,http://en.wikipedia.org/w/index.php?title=Lumbala_N%27guimbo_Airport&action=edit&redlink=1#,,
LZM,FNLZ,Luzamba Airport,Luzamba,,, Angola,http://en.wikipedia.org/wiki/Luzamba_Airport#,,
MEG,FNMA,Malange Airport,Malange,,, Angola,http://en.wikipedia.org/wiki/Malange_Airport#,-9.5167,16.3167
MSZ,FNMO,Namibe Airport,Namibe,,, Angola,http://en.wikipedia.org/wiki/Namibe_Airport#,-15.2612,12.1468
GXG,FNNG,Negage Airport,Negage,,, Angola,http://en.wikipedia.org/wiki/Negage_Airport#,-7.7667,15.3
NZA,FNZG,Nzagi Airport,Nzagi (Andrada),,, Angola,http://en.wikipedia.org/wiki/Nzagi_Airport#,,
ARZ,FNZE,N'zeto Airport,N'zeto,,, Angola,http://en.wikipedia.org/wiki/N%27zeto_Airport#,,
LAD,FNLU,Quatro de Fevereiro Airport,Luanda,,, Angola,http://en.wikipedia.org/wiki/Quatro_de_Fevereiro_Airport#,-8.8577,13.2283
CEO,FNWK,Waco Kungo Airport,Waco Kungo,,, Angola,http://en.wikipedia.org/wiki/Waco_Kungo_Airport#,,
XGN,FNXA,Xangongo Airport,Xangongo,,, Angola,http://en.wikipedia.org/wiki/Xangongo_Airport#,,
AXA,TQPF,Wallblake Airport,The Valley,,, Anguilla,http://en.wikipedia.org/wiki/Wallblake_Airport#,18.2047,-63.0539
TNM,SCRM,Teniente R. Marsh Airport,Villa Las Estrellas,,, Antarctica,http://en.wikipedia.org/wiki/Teniente_R._Marsh_Airport#,-62.1906,-58.9864
BBQ,TAPH,Codrington Airport,Codrington,, Barbuda, Antigua and Barbuda,http://en.wikipedia.org/wiki/Codrington_Airport#,17.6275,-61.8269
ANU,TAPA,V.C. Bird International Airport,St. John's,, Antigua, Antigua and Barbuda,http://en.wikipedia.org/wiki/V.C._Bird_International_Airport#,17.1367,-61.7928
